designation,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 598694977656708224,598694977656708224,132.82324495427613,0.6874297,11.32104457462136,0.37020257,1.3918408317044155,0.81749636,-8.995875091225589,0.86556464,-2.1225433182422977,0.58490795,1.0009875,125.62028449489189,0.71372825,20.439718,46.96357617087077,6.8278437,21.15914,126.0113367576766,8.0125065,19.496872,1.6622677,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695007721506432,598695007721506432,132.79455651589632,0.07625543,11.317110909195504,0.042192053,1.1369567096257727,0.09508543,-11.086530710700039,0.097653955,-2.906036538699799,0.07026389,0.9332137,2358.912184970025,1.8284199,17.255587,797.0903562396227,10.946175,18.084774,2276.1699648311373,12.196523,16.354883,1.7298908,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4325.351,4.5296,0.0244,958.1476,0.6383,0.4662,0.2492
Gaia DR3 598695042081246848,598695042081246848,132.7991974061322,0.20300813,11.335714491248032,0.111168355,0.40801486714289686,0.25050798,-1.006746285037853,0.25116897,-6.821384267554054,0.18756996,1.0258673,514.612859922213,0.9607854,18.908665,265.5721015952528,8.81408,19.278086,321.22326561204176,9.268911,18.480879,0.7972069,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5677.4053,4.741,-1.6629,3997.259,0.0024,0.002,0.0011
Gaia DR3 598695523122046464,598695523122046464,132.9053575179185,0.4101349,11.322769019588545,0.208767,1.4014356886922734,0.48238516,-2.3328953692961436,0.5147245,-0.3974161621858171,0.36622095,0.97317,234.35905378723717,0.75109565,19.762663,60.2654522553333,5.4503217,20.88837,256.3405988712746,11.366674,18.725853,2.1625175,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695591837239680,598695591837239680,132.89330324432612,0.39076528,11.333561298935457,0.19419521,1.1617089145300823,0.45042613,-0.10150579205640897,0.48829198,-0.010290863898554967,0.34867364,1.0679108,258.0685212127336,0.8136413,19.65803,98.76762862682189,6.6151514,20.352005,258.26136203682046,9.570315,18.717747,1.6342583,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695596133329664,598695596133329664,132.8884242782535,4.425104,11.325769360971604,2.4824612,,,,,,,,56.02707001469302,0.79755044,21.316372,126.1718454211855,12.015837,20.086136,318.2053486572952,13.744426,18.491127,1.5950089,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695694916018816,598695694916018816,132.913386328557,0.016023573,11.31984853572705,0.008716279,0.80281595895363,0.0190093,-4.37499451336499,0.020037549,6.549933896044007,0.015637856,0.92032135,54483.04204498932,11.54885,13.846713,31630.701486400932,29.413406,14.08827,32977.92299875322,16.730236,13.452337,0.6359329,28.28361,3.7765877,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6521.0024,4.2039,-0.7365,1121.472,0.1596,0.1392,0.0755
Gaia DR3 598695699211075072,598695699211075072,132.92176291704357,9.950662,11.319887709857996,4.8028374,,,,,,,,65.69562713932726,1.7054673,21.143526,54.32682151076943,11.238653,21.001007,86.59519229820881,12.740996,19.904161,1.0968456,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695699211194368,598695699211194368,132.91823922268063,0.05477865,11.319405266559784,0.030313198,0.5037159107865922,0.06541831,1.838837191100152,0.06965743,-1.1618511105124971,0.054881807,0.9251845,4112.731505582352,2.1224897,16.65204,2267.0655130434548,12.512981,16.949883,2668.95457839405,9.392833,16.182043,0.76783943,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5776.0063,4.676,-0.836,1652.6918,0.0024,0.002,0.0011
Gaia DR3 598695699211194880,598695699211194880,132.91593385025095,0.022051193,11.319515509915655,0.012006396,0.40413380974158924,0.026018059,-3.385489659000414,0.027504569,-3.4448961679939916,0.021941869,0.9889954,24806.70221513905,4.9305606,14.700944,11841.44376876881,20.330019,15.15503,18473.450315243455,11.801535,14.081526,1.0735044,95.6637,5.46728,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5304.4355,3.6843,-0.1406,1952.3369,0.3333,0.2702,0.1444
Gaia DR3 598695699211478784,598695699211478784,132.9268596045022,7.7227697,11.325639585771636,2.8403442,,,,,,,,68.41536556790354,1.6699058,21.099483,40.14768459969931,9.17978,21.329391,71.21914078657514,11.012521,20.116404,1.2129879,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695729277432448,598695729277432448,132.93507845086546,1.3562962,11.333251848816056,0.73882574,2.0347783690649863,1.8335038,0.9429593422382887,2.1013832,-5.050821613313993,1.209385,0.95223624,89.35937690964487,0.715313,20.809517,29.93993682962701,5.319493,21.647915,118.10136105280874,8.030296,19.567259,2.080656,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695763635752448,598695763635752448,132.95089725006073,0.029362915,11.332748108722118,0.015862431,1.2209808887849238,0.034870185,-10.990018663875567,0.037161887,-2.8019243641212332,0.02934841,0.93287724,12882.131303432565,5.5465474,15.412397,6207.523252378095,15.246319,15.856246,9511.433144810642,18.241224,14.80228,1.0539656,,,VARIABLE,0,true,false,false,true,false,true,true,5073.3755,4.4955,-0.1572,873.2067,0.0773,0.0622,0.033
Gaia DR3 598695767931051776,598695767931051776,132.95963557261513,17.24228,11.335916091389876,9.652064,,,,,,,,45.205107546043095,1.2679691,21.549398,56.30944986766797,13.060704,20.96209,169.7558156322075,21.483723,19.173334,1.7887554,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695832355229568,598695832355229568,132.95227406304593,0.34248504,11.339565944610056,0.1770161,1.570168755908445,0.40238887,-2.9108884035991065,0.43677428,-1.3907763001679743,0.31345284,1.0036908,294.4239909694471,0.8405922,19.514935,72.74687336343999,6.005762,20.684006,378.43381330218847,8.279879,18.302921,2.3810844,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695871009878272,598695871009878272,132.95682690879866,0.03288133,11.340362856396437,0.01779304,0.6415225442643065,0.038580444,-3.5942589601641846,0.042052105,1.623070293298121,0.034225095,0.9986864,11250.35475967672,3.2759426,15.559451,6070.5728991415035,11.622338,15.880468,7416.430043250522,13.638667,15.072409,0.8080597,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5641.387,4.4715,-0.6695,1241.2532,0.0022,0.0019,0.001
Gaia DR3 598695939729108736,598695939729108736,132.92137965437124,1.270214,11.346398155660122,0.64118373,,,,,,,,109.36258618342818,0.88021654,20.590195,38.91192374910727,7.000459,21.363335,153.32611147629427,8.142736,19.283855,2.0794792,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696004153921920,598696004153921920,132.9078329335397,0.21199718,11.345907120008857,0.10767977,0.3089746993723413,0.2510524,-1.4812002536924382,0.27295244,-12.437508092799822,0.1941874,1.0194324,531.5414980109981,0.9951957,18.873524,278.58704393606865,8.440153,19.22614,366.02895304290536,10.243685,18.339108,0.88703156,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5412.04,4.7733,-2.781,3200.2554,0.0051,0.0042,0.0023
Gaia DR3 598696008448836992,598696008448836992,132.9187629529794,0.61046636,11.352030942977308,0.29187495,0.5649267153934292,0.7378171,-8.657880900586344,0.8439696,0.013196647370624641,0.5536867,1.0094326,159.36379470813574,0.77018946,20.181393,41.35854090686838,6.97893,21.297129,190.47974356742697,5.437366,19.048273,2.2488556,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696042808572416,598696042808572416,132.9318836133133,0.43260986,11.354227941921348,0.21458134,0.16065675110164307,0.49872825,-1.185617080578411,0.5759929,-2.74067286094713,0.38928437,1.0006924,205.41583420277462,0.7352087,19.905783,81.20968437282782,6.193232,20.564522,190.50684671768042,6.4918127,19.048119,1.5164032,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696042808574976,598696042808574976,132.92524640303216,0.039341997,11.348077273814532,0.02081359,0.27312735835126467,0.048165005,-5.760508258266557,0.051249437,-3.972894130168517,0.037693974,1.0609975,8173.344187969486,3.1212738,15.906367,4491.389814276732,14.237742,16.20759,5276.292082428212,9.683791,15.442074,0.7655163,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5800.8086,3.8697,-0.721,3136.5078,0.0351,0.0297,0.0161
Gaia DR3 598696072873578880,598696072873578880,132.9552236501677,0.42271155,11.358011058615366,0.22192366,1.5342888243786368,0.5074177,-17.490770664350343,0.5398692,-15.397827249341791,0.42302793,1.0402849,215.00389390608618,0.75962037,19.85625,49.09128295491414,5.573212,21.11103,256.19227695659583,7.4592085,18.72648,2.38455,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696077168307968,598696077168307968,132.94448609465178,0.070700236,11.365817858559609,0.03710288,0.28161396637900066,0.083332725,-0.4493017815068269,0.0876282,-3.5375552247507085,0.06871428,0.9796521,2718.6366318145706,1.7624471,17.101488,1388.6257895093497,10.847475,17.482079,1891.938922703432,10.214071,16.555628,0.9264507,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5256.471,4.6398,-0.9207,1571.1211,0.0037,0.003,0.0016
Gaia DR3 598696077168308992,598696077168308992,132.9465271987239,0.083786145,11.353876287338228,0.045249954,1.2375171425899754,0.09970778,-10.848253076540656,0.105705604,-3.1243899072431667,0.079802364,1.0019814,2041.2900664362253,1.6920583,17.412605,568.3567071007487,8.099117,18.45199,2167.7822524601315,11.403374,16.407856,2.0441341,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3905.0098,4.6936,-0.0056,591.7365,0.6192,0.434,0.2433
Gaia DR3 598696077169211904,598696077169211904,132.93896782686318,27.316439,11.356321014209561,12.693283,,,,,,,,30.515129811949937,1.467961,21.976078,71.20394668174629,39.371735,20.707281,171.36559373677855,16.332188,19.163086,1.5441952,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696107233137280,598696107233137280,132.92159688476065,0.14242133,11.35365548207382,0.07496168,1.5008410476732907,0.16632234,10.366249214376705,0.17834522,-3.9183265805336553,0.12967327,1.058278,1002.5884955400816,1.2581855,18.18456,269.3268849815304,11.189533,19.262842,1084.3052782432749,9.411865,17.160017,2.1028252,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3648.0063,4.8962,-0.5853,487.2074,0.3863,0.2654,0.1543
Gaia DR3 598696107233137920,598696107233137920,132.91781943324006,0.16300936,11.356187999623915,0.09110167,0.9534829795609596,0.19481283,-11.248297927345629,0.20800611,-3.03367183451816,0.15709248,1.0178543,787.2497723515494,1.1351682,18.447086,209.68989723101092,9.51848,19.5346,872.8028571392103,9.568306,17.395605,2.1389942,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3556.4333,4.4868,-1.0959,589.4038,0.4008,0.2741,0.1587
Gaia DR3 598696107233138304,598696107233138304,132.9144914997667,0.031539172,11.358691775374702,0.017474784,1.8741346036701707,0.037779316,-8.33340958558303,0.040830374,-49.50108137463662,0.032573763,0.99314207,11548.83356440713,3.4662287,15.531021,4689.343536129999,18.31162,16.160763,9817.507308450595,14.076086,14.767893,1.39287,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4379.472,4.4371,-0.2093,646.6779,0.0627,0.0475,0.0251
Gaia DR3 598696145887786368,598696145887786368,132.92985954517087,0.07604185,11.36988592516581,0.04156183,0.9763747240990811,0.090287834,19.345151626360398,0.09709062,-50.167025498845206,0.081032686,1.0332215,2325.9485123677646,1.6660751,17.270866,903.4793564146228,9.774616,17.948746,2033.3402725636151,10.084464,16.477371,1.4713745,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4285.494,4.6731,-0.2895,911.9543,0.0399,0.0298,0.0158
Gaia DR3 598696210312350208,598696210312350208,132.86332464676607,0.054137714,11.320699867046024,0.028914906,5.8431219387074105,0.06296755,-27.897312896582307,0.06792521,-52.72565809198946,0.052541982,1.0148635,4406.909324671661,2.6388714,16.577032,771.1294714856539,8.824922,18.120724,5647.314839410281,10.08273,15.368291,2.7524328,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3422.023,4.8188,0.037,181.584,0.8841,0.5673,0.369
Gaia DR3 598696210312529152,598696210312529152,132.85964543441222,1.2145087,11.318939838301027,0.65904284,-1.7361767617897184,1.6768914,-7.627303650581739,1.829413,-1.0016688275481067,1.6796824,0.8936853,90.73131129135281,1.0511019,20.792974,44.709334700336626,6.9818115,21.212547,135.88571572471685,19.414484,19.41496,1.7975864,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696244672089216,598696244672089216,132.83742479245836,0.04155056,11.323281925163565,0.022998918,0.910584664532418,0.048863403,-1.6339156127453358,0.053237956,-13.52223600692433,0.04225882,1.0481516,6764.869966848661,2.8051903,16.11172,3295.970090772418,9.427718,16.543585,4946.979618479275,11.45286,15.512045,1.0315399,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5118.281,4.6236,-0.4544,983.9188,0.0435,0.0351,0.0187
Gaia DR3 598696248967024128,598696248967024128,132.8425081667039,0.21290635,11.317948642099848,0.10658331,0.09578182092604176,0.23843184,-1.090324758331809,0.26878098,-0.24652074457048748,0.18834339,0.9487022,522.7807932496784,1.0066904,18.891567,311.9508075856076,8.246526,19.103327,300.5375737571255,5.8303924,18.553148,0.5501785,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,6378.8037,4.597,-1.4024,6465.9023,0.0026,0.0023,0.0012
Gaia DR3 598696347751484544,598696347751484544,132.8830453455626,1.7046138,11.34553115434976,0.6709442,0.6830035704201336,1.8658198,-0.18357615065977384,1.9879626,-4.001956128273742,1.1092975,1.0939871,95.54874847926133,0.89596075,20.736805,50.10552641346635,8.57667,21.088829,100.76631389664081,10.998896,19.739607,1.3492222,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696347752562304,598696347752562304,132.87467707414706,0.040698696,11.337232427817387,0.021933537,2.8367394644984847,0.047182653,-27.1270464751587,0.051539842,-22.5415095840432,0.043372504,1.9786354,22443.633216053942,8.307479,14.809634,8104.574500998509,45.042126,15.566716,21464.562177715987,53.007458,13.918591,1.6481256,43.420372,5.1607075,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4200.593,4.4623,0.0468,353.5996,0.3293,0.2417,0.1292
Gaia DR3 598696347752606976,598696347752606976,132.88952831584396,0.12856038,11.338647330572103,0.07523725,0.4824598701228892,0.15533355,-5.149899574637162,0.15419586,-5.021741419150197,0.11875344,0.96999824,1152.9653337033849,1.5479484,18.032825,653.2752071756647,25.79531,18.300802,1072.8718272371525,33.49376,17.171526,1.1292763,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4630.008,4.8738,-1.6475,1127.8909,0.0479,0.0375,0.0203
Gaia DR3 598696347755726592,598696347755726592,132.88380637432604,0.6242447,11.339022942478833,0.32170138,0.8282183929548245,0.7342661,-3.7895015758605886,0.86620945,2.731942288845528,0.6264012,0.867519,135.1877163297495,0.74610823,20.360023,57.23722214011773,8.453842,20.944345,141.15043756661572,10.147497,19.37369,1.5706558,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696352046226560,598696352046226560,132.88767435828663,0.017202286,11.338411857813488,0.009772135,0.5334004190591883,0.02059198,2.1788094389495507,0.021871109,-3.1373675274782213,0.0176011,1.1069269,451038.28532963217,114.86918,11.551833,207108.43427663416,90.43252,12.048048,347675.75682203984,100.82445,10.894959,1.1530886,38.174065,0.31765503,NOT_AVAILABLE,0,true,true,true,false,false,false,true,4973.326,2.6229,-0.2707,1667.0509,0.2183,0.1735,0.092
Gaia DR3 598696352046227840,598696352046227840,132.87525918989115,0.027072305,11.337247211277456,0.014670234,2.5693027219392075,0.03185616,-27.16422093969134,0.03425463,-21.964790801120166,0.027219405,1.3289077,24770.677539650187,7.242669,14.702522,10345.6657829896,28.777739,15.301646,21714.174460202514,76.79853,13.906037,1.3956089,47.504826,3.9106085,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4465.2163,4.5429,-0.0648,390.1485,0.1443,0.1098,0.0578
Gaia DR3 598696420765518976,598696420765518976,132.86370559698503,26.00759,11.34358658424945,2.2124019,,,,,,,,64.43953602044887,1.8494998,21.164486,188.66760136702592,140.94574,19.6493,65.23729835556874,5.530585,20.211655,-0.56235504,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696455125371904,598696455125371904,132.82095633148617,8.6758795,11.330539740074373,3.0419798,,,,,,,,74.53739194668573,1.6766167,21.006432,61.210169099336895,7.6232843,20.871483,58.293886498523534,17.60825,20.333838,0.53764534,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696489485191040,598696489485191040,132.8356469816913,0.1991998,11.344263858253235,0.10483341,0.9367537649485732,0.22957227,-1.9315254524058327,0.25176895,-7.921523034120847,0.1820751,1.0356272,603.1997666657234,1.158311,18.736214,135.06990397578886,7.8812337,20.012146,669.4754972582006,7.0148783,17.68356,2.3285866,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3375.8323,4.6088,-1.1344,454.374,0.0433,0.029,0.0174
Gaia DR3 598696553909914880,598696553909914880,132.8184191171379,1.638441,11.346101788759464,0.7927019,2.5301257654046445,1.9499576,0.4544031944554432,2.6997445,1.0337202734210433,1.9047809,0.8964257,86.13159299328439,1.127795,20.84946,52.039754080887256,8.478934,21.047705,51.4151667397497,6.7921944,20.470167,0.57753754,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696588273844480,598696588273844480,132.85632317833543,1.5894403,11.34751370309766,0.77071756,1.619140807549624,1.7425382,9.350393949614327,2.0200648,-10.528647900762888,1.537933,1.6911334,125.69901068292101,1.241412,20.439037,49.1804252544431,7.684037,21.109062,281.9600977093779,9.112421,18.622427,2.4866352,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696622629392256,598696622629392256,132.8521332619781,1.255093,11.3548220053534,0.57762796,2.945898538901597,1.4795545,-1.766981937446627,1.5359018,6.344594600869359,1.0600748,1.0414014,91.92236643603621,0.9097873,20.778814,55.952808059664946,10.973703,20.968988,110.53928359943305,9.354975,19.639103,1.3298855,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696626924138752,598696626924138752,132.84855233890966,0.022987125,11.358956198935797,0.012411778,1.2364060280518292,0.02666058,-9.362050937626076,0.030408125,-3.351464847839704,0.024439648,0.971483,23128.118011349085,4.313715,14.777016,11642.151587365053,16.951593,15.173459,16307.602347060998,12.918881,14.21692,0.95653915,,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5357.9414,4.5553,-0.1703,689.6823,0.0059,0.0048,0.0025
Gaia DR3 598696661284127360,598696661284127360,132.84537779956068,0.252631,11.356972934175742,0.12605102,-0.01365696579069687,0.28727096,2.463557076395539,0.3464193,-6.048634197604105,0.21985796,1.0222995,402.24297137609335,0.8339448,19.176146,206.79803989606148,6.3093004,19.549677,281.2593840910768,9.095086,18.625128,0.9245491,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696695643584000,598696695643584000,132.8460379800267,0.23977368,11.369140996240574,0.13500655,0.7439145750812078,0.29786062,-5.957332434162215,0.30756548,-3.4553397739106613,0.26729274,3.9233537,3582.2696123255528,8.205879,16.801971,1826.7792043703191,8.949397,17.184326,2750.5756209280116,10.721046,16.149336,1.0349903,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5100.0996,4.6234,-0.8604,1220.4056,0.0964,0.0782,0.0422
Gaia DR3 598696725712871424,598696725712871424,132.89482007374286,1.7264537,11.354138322923177,1.0396154,,,,,,,,78.74394268445889,1.0892994,20.946823,25.8654705499521,3.7465065,21.806742,60.619231486718625,14.1315365,20.291368,1.5153732,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696760068166656,598696760068166656,132.9054461380501,0.18988495,11.354715232031596,0.103607796,0.8224275837856907,0.22296831,-1.6492334473157417,0.24068025,-3.934756992064004,0.17741126,0.9222293,581.6287145986198,1.0136058,18.775753,201.62120356944405,9.141506,19.577202,529.7367330050158,8.671502,17.937746,1.6394558,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3995.177,5.0444,-1.4957,705.06,0.0039,0.0028,0.0015
Gaia DR3 598696760068346112,598696760068346112,132.91109151330613,0.95464677,11.357490876934005,0.4879202,1.6013470246764052,1.2837311,-2.118921110053316,1.4994317,-8.426952930696162,1.3566221,1.0228909,104.43647986088673,0.8697062,20.640236,47.49478925075013,9.722486,21.146927,113.1128235759723,7.0845885,19.614117,1.5328102,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696760069485696,598696760069485696,132.89716830257646,2.993103,11.356470485783595,2.192705,,,,,,,,73.08896577189567,1.3240643,21.027737,32.472454360002516,9.035749,21.559755,82.31275669178352,11.31108,19.959229,1.6005268,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696794432318208,598696794432318208,132.87967513578408,1.5122356,11.357090150740783,0.8581168,,,,,,,,89.90793442281772,0.8024516,20.802872,33.624754067053644,9.14477,21.521894,120.12482404732735,8.673339,19.548813,1.9730816,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696833082561280,598696833082561280,132.88667769756142,0.30818337,11.364161849013014,0.15736103,2.312003174843448,0.35681418,-10.074449633569436,0.39133844,-3.1240042409437283,0.28148982,1.0965382,338.7876017446971,0.88108337,19.362549,71.76003950898105,6.819104,20.698835,402.1856465229759,7.7320786,18.23683,2.4620056,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696863148730112,598696863148730112,132.90739665890146,1.3493454,11.368806584919083,0.6404477,0.7871129753232853,1.8659253,-7.115604742578006,1.8908012,-1.2443299704883302,1.0593263,1.1249467,93.88913623073557,0.83425486,20.755829,39.75858432156808,8.518828,21.339966,107.25857220672574,10.164335,19.671816,1.66815,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696863148748416,598696863148748416,132.9147348365107,1.2409973,11.361154237922122,0.6663327,1.62203003757554,1.5288564,-0.7442239236426261,1.6101198,-2.4021144716836536,1.218607,1.1014259,92.43947543195607,0.8180397,20.772722,52.73915349870798,9.943439,21.033209,96.61632784444456,10.398632,19.785269,1.2479401,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696897507300992,598696897507300992,132.92088606232625,1.9853846,11.376155351190135,0.96881795,,,,,,,,86.08062000226026,0.8285058,20.850103,26.576524386445836,7.284332,21.777296,104.65055040885969,12.260166,19.698542,2.0787544,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697034950478720,598697034950478720,132.87528081358315,0.3716827,11.377632780704342,0.19553009,1.939603581141316,0.44708744,7.535703393635799,0.47058108,-11.574269393521885,0.38573843,0.94331646,254.3729021670022,0.8277712,19.673689,59.20286208049393,4.329303,20.907686,315.99763963549293,6.036737,18.498686,2.4090004,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697069306086272,598697069306086272,132.860251261655,0.9500596,11.370911222410069,0.5266235,2.230533350614271,1.1716346,-26.643275699731056,1.2629167,-0.0893389045872612,0.95395297,1.0676999,102.76053153810386,0.82531744,20.6578,43.114176270596985,8.675171,21.251991,131.41634527411833,10.173393,19.451273,1.8007183,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697073600705920,598697073600705920,132.86339510891486,0.04589579,11.378408776930922,0.024340088,2.0067333544476327,0.05325821,13.58440802842627,0.05720257,-17.04590215507232,0.045488786,1.2564775,8240.068176212586,5.048744,15.89754,3235.57370510964,11.480665,16.563663,7507.709757010091,14.692845,15.059127,1.5045366,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4420.373,4.7008,-0.3748,459.6895,0.3667,0.2763,0.1468
Gaia DR3 598697103669936512,598697103669936512,132.86567826363628,0.4166448,11.387268705143631,0.2259254,0.7576709937307479,0.49078488,-11.041270295555382,0.5022511,-2.912705362914366,0.38416108,1.0244944,195.42211285585893,0.7135807,19.959932,55.01667126968565,6.358784,20.987307,225.08775658778004,6.521677,18.867016,2.1202908,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697107960444032,598697107960444032,132.87669944798364,0.1154006,11.384137148186845,0.06282167,0.5412381670728532,0.14159581,-3.299855862827985,0.14165503,2.385476091027717,0.11174781,0.92266846,1193.8046603754171,1.2187101,17.995033,521.0789194367763,10.344996,18.546284,940.4751083280806,9.320396,17.314528,1.2317562,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4591.581,4.7039,-0.4785,1576.6838,0.0068,0.0052,0.0028
Gaia DR3 598697107960444160,598697107960444160,132.86973476641884,0.28722104,11.382907206696707,0.1503114,0.35906406634396854,0.33687207,-1.5140743551708686,0.35903186,-0.056986186687370356,0.26617408,0.9897813,310.3414658916784,0.8416607,19.457767,167.56249516023678,7.621106,19.778101,172.0046568268093,8.112824,19.159044,0.6190567,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697107960959488,598697107960959488,132.86924134552262,5.6132865,11.388964970015788,1.7291641,,,,,,,,68.38004460045023,1.5448474,21.100044,35.05930016788282,6.797224,21.476534,74.22547685353665,13.954711,20.071512,1.4050217,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697138025496576,598697138025496576,132.89362510399852,4.0741034,11.385232142006124,1.3101969,,,,,,,,73.76397325506832,1.2433051,21.017756,62.341856385311,11.601191,20.851593,50.7832695925883,11.813986,20.483593,0.36800003,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697142319951488,598697142319951488,132.8960708731821,1.073016,11.38648585598808,0.4953295,-1.1614889284544492,1.1626406,0.34983813152542526,1.4403375,-1.1656088374546854,0.8826782,0.98932207,100.08688736862479,0.73307914,20.686424,52.99791993315792,5.377626,21.027895,68.47362622016949,8.270658,20.159088,0.86880684,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697142320182144,598697142320182144,132.8895678346627,0.24571241,11.395201985125322,0.1332193,0.9965951524238206,0.29764462,0.3444601945444749,0.30731606,-2.0843783829414493,0.24008544,1.0736212,436.90311259195784,0.90196484,19.086405,98.15506848270208,5.4280934,20.35876,494.5113500022501,6.6872005,18.012455,2.3463058,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
